1094_Hakka_1,"1,094",重孫,Great grandson,Hakka_1,息子,sɛt31,set5 ,有問題,character =/= ROM
1095_Hakka_1,"1,095",外孫,Daughter’s son,Hakka_1,外孫,ŋɔi53sun13,ngoi4 sun1 ,OK,
1096_Hakka_1,"1,096",外孫女,Daughter’s daughter,Hakka_1,外孫女,ŋɔi53sun13>35ŋ31,ngoi4 sun1 ng3 ,OK,
1097_Hakka_1,"1,097",外甥,(Man’s address to his) Sister’s son,Hakka_1,外甥,ŋɔi11saŋ13,ngoi2 sang1 ,OK,
1098_Hakka_1,"1,098",外甥女,(Man’s address to his) Sister’sdaughter,Hakka_1,外甥女,ŋɔi11saŋ13>35ŋ31,ngoi2 sang1 ng3 ,OK,
1099_Hakka_1,"1,099",侄子,Nephew(Brother’s son),Hakka_1,侄仔,tsʰit31tsu31,cit5 zu3 ,OK,
1100_Hakka_1,"1,100",侄女,Niece(Brother’s daughter),Hakka_1,侄女,tsʰit31ȵi31,cit5 ngi3 ,OK,
1101_Hakka_1,"1,101",父子倆,Father and son,Hakka_1,兩子爺,liɔŋ31tsu31ja11,liong3 zu3 ya2 ,OK,
1102_Hakka_1,"1,102",夫妻倆,Husband and wife,Hakka_1,兩公婆,liɔŋ31kuŋ13>35pʰɔ11,liong3 gung1 po2 ,OK,
1103_Hakka_1,"1,103",兄弟,Brothers,Hakka_1,兄弟,hiuŋ13tʰi53,hiung1 ti4 ,OK,
1104_Hakka_1,"1,104",姐妹,Sisters,Hakka_1,姊妹,tsi31mɔi53,zi3 moi4 ,OK,
1105_Hakka_1,"1,105",兄弟倆,Elder brother and younger brother,Hakka_1,兩兄弟,liɔŋ31hiuŋ13tʰi53,liong3 hiung1 ti4 ,OK,
1106_Hakka_1,"1,106",姐妹倆,Elder sister and younger sister,Hakka_1,兩姊妹,liɔŋ31tsi31mɔi53,liong3 zi3 moi4 ,OK,
1107_Hakka_1,"1,107",兄妹倆,Elder brother and younger sister,Hakka_1,兩姊妹,liɔŋ31tsi31mɔi53,liong3 zi3 moi4 ,唔肯定,
1108_Hakka_1,"1,108",姐弟倆,Elder sister and younger brother,Hakka_1,兩姊妹,liɔŋ31tsi31mɔi53,liong3 zi3 moi4 ,唔肯定,
1109_Hakka_1,"1,109",堂兄弟,Cousins (the sons of two brothers),Hakka_1,叔伯兄弟,suk31pak31hiuŋ13tʰi53,suk5 bak5 hiung1 ti4 ,OK,
1110_Hakka_1,"1,110",表姐妹,Cousins (the daughters of sisters),Hakka_1,表姊妹,piau31tsi31mɔi53,biau3 zi3 moi4 ,OK,
1111_Hakka_1,"1,111",親戚,Relatives,Hakka_1,親戚,tsʰin13>35tsʰit31,cin1 cit5 ,OK,
1112_Hakka_1,"1,112",輩份,Seniority in the family,Hakka_1,字輩,su53pui53,su4 bui4 ,OK,
1113_Hakka_1,"1,113",小名,Pet name,Hakka_1,花名,fa13>35miaŋ11,fa1 miang2 ,OK,
1114_Hakka_1,"1,114",綽號,Nick name,Hakka_1,花名,fa13>35miaŋ11,fa1 miang2 ,OK,
1115_Hakka_1,"1,115",說親,Match-making,Hakka_1,做媒人,tsɔ53>55mɔi11ȵin11,zo4 moi2 ngin2 ,OK,
1116_Hakka_1,"1,116",媒人,Matchmaker,Hakka_1,媒人婆,mɔi11ȵin11pʰɔ11,moi2 ngin2 po2 ,OK,
1117_Hakka_1,"1,117",訂婚,To be engaged,Hakka_1,定婚,tʰin53fun13,tin4 fun1 ,OK,
1118_Hakka_1,"1,118",娶妻,"Have a wife, Marry a women",Hakka_1,娶老婆,tsʰi31lau31pʰɔ11,ci3 lau3 po2 ,OK,
1119_Hakka_1,"1,119",嫁人,"Have a husband, Marry a man",Hakka_1,嫁老公,ka53>55lau31kuŋ13,ga4 lau3 gung1 ,OK,
1120_Hakka_1,"1,120",娶兒媳婦,Get a daughter-in-law,Hakka_1,娶心臼,tsʰi31sim13kʰiu13,ci3 sim1 kiu1 ,OK,
1121_Hakka_1,"1,121",招贅(招婿上門),Get a son-in-law (to live with wife’s parents),Hakka_1,招郎入舍,tsau13>35lɔŋ11ȵip31sa53,zau1 long2 ngip5 sa4 ,OK,
1122_Hakka_1,"1,122",新郎,Bridegroom,Hakka_1,新娘公,sin13>35lɔŋ11kuŋ13,sin1 long2 gung1 ,OK,
1123_Hakka_1,"1,123",新娘,Bride,Hakka_1,新娘,sin13>35ȵiɔŋ11,sin1 ngiong2 ,OK,
1124_Hakka_1,"1,124",辦酒席,Hold a banquet,Hakka_1,做酒,tsɔ53>55tsiu31,zo4 ziu3 ,OK,
1125_Hakka_1,"1,125",赴宴,Attend a banquet,Hakka_1,食酒,sit53tsiu31,sit6 ziu3 ,OK,
1126_Hakka_1,"1,126",娘家,Parent’s home (of a married women),Hakka_1,妹家,mɔi53ka13,moi4 ga1 ,OK,
1127_Hakka_1,"1,127",再嫁,Remarry a man,Hakka_1,番嫁,fan13ka53,fan1 ga4 ,OK,
1127_Hakka_2,"1,127",再嫁,Remarry a man,Hakka_2,番頭嫁,fan13>35tʰɛu11ka53,fan1 teu2 ga4 ,OK,
1128_Hakka_1,"1,128",續弦,Remarry a woman,Hakka_1,再娶,tsʰai53>55tsʰi31,cai4 ci3 ,OK,
1129_Hakka_1,"1,129",懷孕,Be pregnant,Hakka_1,大肚胈,tʰai53>55tu31pʰat53,tai4 du3 pat6 ,OK,
1130_Hakka_1,"1,130",害喜(妊娠反應),Pregnancy reaction,Hakka_1,發子,pɔt31tsu31,bot5 zu3 ,OK,
1131_Hakka_1,"1,131",流產,"Miscarriage, Abortion",Hakka_1,損身,sun31sin13,sun3 sin1 ,OK,
1132_Hakka_1,"1,132",孕婦,Pregnant woman,Hakka_1,大肚婆,tʰai53>55tu31pʰɔ11,tai4 du3 po2 ,OK,
1133_Hakka_1,"1,133",臨盆,About to give birth to a baby,Hakka_1,打斗,ta31tɛu31,da3 deu3 ,OK,
1134_Hakka_1,"1,134",生孩子,Give birth to a child,Hakka_1,養阿伢,jɔŋ13ɔ13>35ŋa11,yong1 o1 nga2 ,OK,
1135_Hakka_1,"1,135",難產,"Dystocia, Difficult labour",Hakka_1,養唔出,jɔŋ13m̩13>35tsʰut31,yong1 m1 cut5 ,OK,
1136_Hakka_1,"1,136",接生,Deliver a child,Hakka_1,接生,tsiap31saŋ13,ziap5 sang1 ,OK,
1137_Hakka_1,"1,137",胎盤,Placenta,Hakka_1,胞衣,pau13ji13,bau1 yi1 ,OK,
1138_Hakka_1,"1,138",雙胞胎,Twins,Hakka_1,孖仔,ma13>35tsai31,ma1 zai3 ,OK,
1139_Hakka_1,"1,139",嬰兒,Infant,Hakka_1,阿伢,ɔ13>35ŋa11,o1 nga2 ,OK,
1140_Hakka_1,"1,140",坐月子,Confinement in childbirth,Hakka_1,做月,tsɔ53ȵiɛt53,zo4 ngiet6 ,OK,
1141_Hakka_1,"1,141",餵奶,Breast-feed,Hakka_1,供嬭,kiuŋ53lɛn53,giung4 len4 ,OK,
1142_Hakka_1,"1,142",喂飯,Spoon feed,Hakka_1,飼飯,tsʰi31fan53,ci3 fan4 ,OK,
1143_Hakka_1,"1,143",奶嘴,Nipple of a feeding bottle,Hakka_1,嬭嘴,lɛn53>55tsui31,len4 zui3 ,OK,
1144_Hakka_1,"1,144",把尿,Hold a child tourinate,Hakka_1,兜尿,tɛu13ȵiau53,deu1 ngiau4 ,OK,
1145_Hakka_1,"1,145",尿床,Bed-wetting,Hakka_1,瀨尿,lai11ȵiau53,lai2 ngiau4 ,OK,
1146_Hakka_1,"1,146",擦屁股,Wipe the buttocks,Hakka_1,擯屎,pin31si31,bin3 si3 ,OK,
1147_Hakka_1,"1,147",夭折,Die at young age,Hakka_1,短命,tɔn31miaŋ53,don3 miang4 ,OK,
1148_Hakka_1,"1,148",上吊,Suicide by hanging oneself,Hakka_1,吊頸,tiau53>55kiaŋ31,diau4 giang3 ,OK,
1149_Hakka_1,"1,149",投河,Suicide by jumping into the river,Hakka_1,投河,tʰɛu11hɔ11,teu2 ho2 ,OK,
1150_Hakka_1,"1,150",病死了,Die of illness,Hakka_1,病死嗨,pʰiaŋ53>55si31hɔi13,piang4 si3 hoi1 ,OK,
1151_Hakka_1,"1,151",去世,Die,Hakka_1,過身,kɔ53sin13,go4 sin1 ,OK,
1151_Hakka_2,"1,151",去世,Die,Hakka_2,老嗨,lau31hɔi13,lau3 hoi1 ,OK,
1152_Hakka_1,"1,152",辦喪事,Hold a funeral,Hakka_1,做白事,tsɔ53pʰak53su53,zo4 pak6 su4 ,OK,
1153_Hakka_1,"1,153",棺材,Coffin,Hakka_1,棺材,kɔn13>35tsʰɔi11,gon1 coi2 ,OK,
1154_Hakka_1,"1,154",入殮,Encoffin,Hakka_1,入殮,ȵip53liam13,ngip6 liam1 ,OK,
1155_Hakka_1,"1,155",出殯,Funeral,Hakka_1,送葬,suŋ53tsɔŋ53,sung4 zong4 ,OK,
1156_Hakka_1,"1,156",下葬,Bury,Hakka_1,埋,mai11,mai2 ,OK,
1157_Hakka_1,"1,157",紙錢,Paper currency for offering to the dead,Hakka_1,溪錢,kʰai13>35tsʰiɛn11,kai1 cien2 ,OK,
1158_Hakka_1,"1,158",抬棺人,The people who carry the coffin,Hakka_1,棺材佬,kɔŋ13>35si31lau31,gong1 si3 lau3 ,有問題,缸死佬？ character =/= IPA & ROM
1159_Hakka_1,"1,159",鞭炮,Firecracker,Hakka_1,爆仗,pau53tsʰɔŋ53,bau4 cong4 ,OK,
1160_Hakka_1,"1,160",墳,Grave,Hakka_1,墳頭,fun11tʰɛu11,fun2 teu2 ,OK,
1161_Hakka_1,"1,161",墓碑,Gravestone,Hakka_1,碑石,pi13sak53,bi1 sak6 ,OK,
1162_Hakka_1,"1,162",上墳,Visit the grave,Hakka_1,掛山,ka53san13,ga4 san1 ,OK,
1163_Hakka_1,"1,163",生病,Be sick,Hakka_1,病嗨,pʰiaŋ53hɔi13,piang4 hoi1 ,OK,
1164_Hakka_1,"1,164",難受,Uncomfortable,Hakka_1,難頂,lan11tin31,lan2 din3 ,OK,
1165_Hakka_1,"1,165",發燒,Have a fever,Hakka_1,發燒,fat31sau13,fat5 sau1 ,OK,
1166_Hakka_1,"1,166",發冷,Be chilly,Hakka_1,發冷,pɔt31laŋ13,bot5 lang1 ,OK,
1167_Hakka_1,"1,167",發呆,Be stupefied,Hakka_1,發呆,fat31ŋɔi11,fat5 ngoi2 ,OK,
1168_Hakka_1,"1,168",打冷戰,Be shivery,Hakka_1,打陣冥,ta31tsʰin31min31,da3 cin3 min3 ,OK,
1169_Hakka_1,"1,169",感冒,Catch a cold,Hakka_1,傷風,sɔŋ13fuŋ13,song1 fung1 ,OK,
1170_Hakka_1,"1,170",瘧疾,Malaria,Hakka_1,發大冷,pɔt31tʰai53laŋ13,bot5 tai4 lang1 ,OK,
1171_Hakka_1,"1,171",發抖,Shiver,Hakka_1,吃吃震,kit53kit53tsun13,git6 git6 zun1 ,OK,
1172_Hakka_1,"1,172",哮喘,Asthma,Hakka_1,發呷,pɔt31hap31,bot5 hap5 ,OK,
1173_Hakka_1,"1,173",咳嗽,Cough,Hakka_1,凵,kʰiɛm31,kiem3 ,OK,
1174_Hakka_1,"1,174",著涼,Catch cold,Hakka_1,冷倒,laŋ13>35tau31,lang1 dau3 ,OK,
1175_Hakka_1,"1,175",中暑,Heat stroke,Hakka_1,發痧,pɔt31sa13,bot5 sa1 ,OK,
1176_Hakka_1,"1,176",上火,Have excessive internal heatin the body,Hakka_1,熱氣,ȵiɛt53hi53,ngiet6 hi4 ,OK,
1177_Hakka_1,"1,177",惡心,Nausea,Hakka_1,作嘔,tsɔk31ɛu13,zok5 eu1 ,OK,
1178_Hakka_1,"1,178",便秘,Constipation,Hakka_1,屙屎唔出,ɔ13>35si31m̩13tsʰut31,o1 si3 m1 cut5 ,OK,
1179_Hakka_1,"1,179",拉肚子,Diarrhea,Hakka_1,肚胈屙,tu31pʰat53ɔ13,du3 pat6 o1 ,OK,
1180_Hakka_1,"1,180",不消化,Apepsia,Hakka_1,唔消化,m̩13siau13fa53,m1 siau1 fa4 ,OK,
1181_Hakka_1,"1,181",頭暈,Dizzy,Hakka_1,頭那暈,tʰɛu11la13>35vin11,teu2 la1 vin2 ,OK,
1182_Hakka_1,"1,182",嘔吐,Vomit,Hakka_1,嘔,ɛu31,eu3 ,OK,
1183_Hakka_1,"1,183",(肚子)疼,Pain,Hakka_1,痛,tʰuŋ53,tung4 ,OK,
1184_Hakka_1,"1,184",抽筋,Have a cramp,Hakka_1,抽筋,tsʰiu53kin13,ciu4 gin1 ,OK,
1185_Hakka_1,"1,185",(小兒)驚風,Infantile convulsion,Hakka_1,著驚,tsʰɔk53kiaŋ13,cok6 giang1 ,OK,
1186_Hakka_1,"1,186",收驚,A superstitious way to cure infantile convulsion,Hakka_1,喊同年,ham53>55tʰuŋ11ȵiɛn11,ham4 tung2 ngien2 ,OK,
1187_Hakka_1,"1,187",出麻疹,Have measle,Hakka_1,出麻仔,tsʰut31ma11tsai31,cut5 ma2 zai3 ,OK,
1188_Hakka_1,"1,188",癲癇,Epilepsy,Hakka_1,發死,pɔt31si31,bot5 si3 ,OK,
1189_Hakka_1,"1,189",中風,"Apoplexy, paralysis",Hakka_1,發癱風,pɔt31tʰan13fuŋ13,bot5 tan1 fung1 ,OK,
1190_Hakka_1,"1,190",肺結核,"Pulmonary tuber-culosis,Phthisic",Hakka_1,發癆嗽,pɔt31lau11sɛu13,bot5 lau2 seu1 ,OK,
1191_Hakka_1,"1,191",肝病,"Hepatopathy, Jaundice",Hakka_1,發黃腫,pɔt31vɔŋ11tsuŋ31,bot5 vong2 zung3 ,OK,
1192_Hakka_1,"1,192",癤子,Furuncle,Hakka_1,發痤仔,pɔt31tsʰɔi11tsai31,bot5 coi2 zai3 ,OK,
1193_Hakka_1,"1,193",痱子,Prickly heat,Hakka_1,熱痱,ȵiɛt31mui31,ngiet5 mui3 ,OK,
1194_Hakka_1,"1,194",粉刺,Pimple,Hakka_1,長球,tsɔŋ31kʰiu11,zong3 kiu2 ,OK,
1195_Hakka_1,"1,195",化膿,Fester,Hakka_1,貢膿,kuŋ53>55luŋ11,gung4 lung2 ,OK,
1196_Hakka_1,"1,196",痂,Scab (n.),Hakka_1,庀,pʰi31,pi3 ,OK,
1197_Hakka_1,"1,197",結痂,Scab (v.),Hakka_1,結庀,kiɛt31pʰi31,giet5 pi3 ,OK,
1198_Hakka_1,"1,198",疤,Scar,Hakka_1,疤,pa13,ba1 ,OK,
1199_Hakka_1,"1,199",痣,Nevus (mole),Hakka_1,痣,tsi53,zi4 ,OK,
1200_Hakka_1,"1,200",狐臭,Armpit odour,Hakka_1,狐忽臊,fu11fit53sau13,fu2 fit6 sau1 ,OK,
1201_Hakka_1,"1,201",疝氣,Hernia,Hakka_1,大核卵,tʰai53hak53lɔn31,tai4 hak6 lon3 ,OK,
1202_Hakka_1,"1,202",雀斑,Flecker,Hakka_1,烏蠅屎,vu13>35jin11si31,vu1 yin2 si3 ,OK,
1203_Hakka_1,"1,203",雞皮疙瘩,Gooseflesh,Hakka_1,雞嫲皮,kai13>35ma11pʰi11,gai1 ma2 pi2 ,OK,
1204_Hakka_1,"1,204",(蚊蟲叮的)包,Bump,Hakka_1,蚊伏,mun13pʰuk53,mun1 puk6 ,OK,
1204_Hakka_2,"1,204",(蚊蟲叮的)包,Bump,Hakka_2,蚊膀,mun13>35pʰɔŋ11,mun1 pong2 ,OK,
1205_Hakka_1,"1,205",夜盲,Night blindness,Hakka_1,發雞盲,pɔt31kai13>35maŋ11,bot5 gai1 mang2 ,OK,
1206_Hakka_1,"1,206",痲瘋,Leprosy,Hakka_1,痲瘋,ma11fuŋ13,ma2 fung1 ,OK,
1207_Hakka_1,"1,207",傳染,Infect,Hakka_1,迣人,tsʰɛ53>55ȵin11,ce4 ngin2 ,OK,
1208_Hakka_1,"1,208",扭傷,Wrench,Hakka_1,拉倒,lai31tau31,lai3 dau3 ,OK,
1209_Hakka_1,"1,209",突然坐著跌在地上,Fall suddenly sitting on the ground,Hakka_1,打扽坐,ta31tun53tsʰɔ13,da3 dun4 co1 ,OK,
1210_Hakka_1,"1,210",(皮膚)皸裂,Chap (the skin is too dry and chapped),Hakka_1,爆趼公,pau53kiɛn13kuŋ13,bau4 gien1 gung1 ,OK,
1211_Hakka_1,"1,211",(嗓子)嘶啞,Hoarse,Hakka_1,啞,a31,a3 ,OK,
1212_Hakka_1,"1,212",治病,See the doctor,Hakka_1,看病,kɔn53pʰiaŋ53,gon4 piang4 ,OK,
1213_Hakka_1,"1,213",號脈,Feel pulse,Hakka_1,打脈,ta31mak31,da3 mak5 ,OK,
1214_Hakka_1,"1,214",中藥,Traditional Chinese medicine,Hakka_1,中藥,tsuŋ13jɔk53,zung1 yok6 ,OK,
1215_Hakka_1,"1,215",處方,Recipe,Hakka_1,藥單,tsʰu53fɔŋ13,cu4 fong1 ,有問題,處方 character =/= IPA & ROM
1216_Hakka_1,"1,216",買藥,Buy the medicine,Hakka_1,撿藥,kiam31jɔk53,giam3 yok6 ,OK,
1217_Hakka_1,"1,217",藥丸,Pill,Hakka_1,丸仔,jɛn11tsai31,yen2 zai3 ,OK,
1218_Hakka_1,"1,218",藥粉,Medicine in form of powder,Hakka_1,藥粉,jɔk53fun31,yok6 fun3 ,OK,
1219_Hakka_1,"1,219",熬藥,Decoct medicinal herbs,Hakka_1,煲涼茶,pau13>35liɔŋ11tsʰa11,bau1 liong2 ca2 ,OK,
1220_Hakka_1,"1,220",湯藥,Tisane,Hakka_1,茶,tsʰa11,ca2 ,OK,
1221_Hakka_1,"1,221",見效,Take effect,Hakka_1,見功,kiɛn53kuŋ13,gien4 gung1 ,OK,
1222_Hakka_1,"1,222",(睡)醒了,Wake up,Hakka_1,睡醒,sɔi53>55siaŋ31,soi4 siang3 ,OK,
1223_Hakka_1,"1,223",起床,Get up,Hakka_1,亢身,hɔŋ53sin13,hong4 sin1 ,OK,
1224_Hakka_1,"1,224",疊(被子),Fold up the quilt,Hakka_1,疊,tʰiap53,tiap6 ,OK,
1225_Hakka_1,"1,225",穿(衣服),Put on (clothes),Hakka_1,著,tsɔk31,zok5 ,OK,
1226_Hakka_1,"1,226",洗臉,Wash face,Hakka_1,洗面,sɛ31miɛn53,se3 mien4 ,OK,
1227_Hakka_1,"1,227",梳頭,Comb the hair,Hakka_1,梳頭,sɔ13>35tʰɛu11,so1 teu2 ,OK,
1228_Hakka_1,"1,228",紮(辮子),Tie a braid,Hakka_1,拼,pʰin13,pin1 ,OK,
1229_Hakka_1,"1,229",刮(鬍子),Shave,Hakka_1,剃,tʰai53,tai4 ,OK,
1230_Hakka_1,"1,230",理髮,Hairdressing,Hakka_1,剃頭,tʰai53>55tʰɛu11,tai4 teu2 ,OK,
1231_Hakka_1,"1,231",上工,go to work,Hakka_1,做工,tsɔ53kuŋ13,zo4 gung1 ,OK,
1232_Hakka_1,"1,232",(來)晚(了),Be late,Hakka_1,遲,tsʰi11,ci2 ,OK,
1233_Hakka_1,"1,233",收工,Get off the work,Hakka_1,收工,siu13kuŋ13,siu1 gung1 ,OK,
1234_Hakka_1,"1,234",累(了),Be tired,Hakka_1,攰,kʰiɔi53,kioi4 ,OK,
1235_Hakka_1,"1,235",休息,Have a rest,Hakka_1,敨,tʰɛu31,teu3 ,OK,
1236_Hakka_1,"1,236",回家,Go home,Hakka_1,轉屋下,tsɔn31vuk31kʰa13,zon3 vuk5 ka1 ,OK,
1237_Hakka_1,"1,237",上(廁所),Go to the washroom,Hakka_1,去,hi53,hi4 ,OK,
1238_Hakka_1,"1,238",大便,Shit(v),Hakka_1,屙屎,ɔ13>35si31,o1 si3 ,OK,
1239_Hakka_1,"1,239",小便,Urinate,Hakka_1,屙尿,ɔ13ȵiau53,o1 ngiau4 ,OK,
1240_Hakka_1,"1,240",放屁,Break wind,Hakka_1,打屁,ta31pʰi53,da3 pi4 ,OK,
1241_Hakka_1,"1,241",洗澡,Take a bath,Hakka_1,沖涼,tsʰuŋ13>35liɔŋ11,cung1 liong2 ,OK,
1242_Hakka_1,"1,242",擦澡,Rub onself down with a wet towel,Hakka_1,抹身,mat31sin13,mat5 sin1 ,OK,
1243_Hakka_1,"1,243",乘涼,Sit in the shade and enjoy the coolness,Hakka_1,敨涼,tʰɛu31liɔŋ11,teu3 liong2 ,OK,
1244_Hakka_1,"1,244",曬(太陽),Bask in the sun,Hakka_1,曬一般,sai53,sai4 ,OK,
1244_Hakka_2,"1,244",曬(太陽),Bask in the sun,Hakka_2,炙冬天,tsak31,zak5 ,有問題,missing ROM
1245_Hakka_1,"1,245",烤火,Warm oneself before the fire,Hakka_1,炙火,tsak31fɔ31,zak5 fo3 ,OK,
1246_Hakka_1,"1,246",聊天,Chat,Hakka_1,講水古,kɔŋ31sui31ku13,gong3 sui3 gu1 ,OK,
1247_Hakka_1,"1,247",打瞌睡,Doze,Hakka_1,啄目睡,tuk31muk31sɔi53,duk5 muk5 soi4 ,OK,
1248_Hakka_1,"1,248",打個盹兒,Have a nap,Hakka_1,眯一下,mi13>35jit31ha53,mi1 yit5 ha4 ,OK,
1249_Hakka_1,"1,249",打哈欠,Yawn,Hakka_1,擘囉,mak31lɔ53,mak5 lo4 ,OK,
1250_Hakka_1,"1,250",打噴嚏,Sneeze,Hakka_1,打哈嗤,ta31at53tsʰi53,da3 at6 ci4 ,OK,
1251_Hakka_1,"1,251",鋪床,Make the bed,Hakka_1,迒眠床,hɔŋ11min11tsʰɔŋ11,hong2 min2 cong2 ,OK,
1252_Hakka_1,"1,252",躺下,Lie down,Hakka_1,眠下,min11ha13,min2 ha1 ,OK,
1253_Hakka_1,"1,253",睡覺,Sleep,Hakka_1,睡目,sɔi31muk31,soi3 muk5 ,OK,
1254_Hakka_1,"1,254",熄燈,Turn off the light,Hakka_1,烏燈,vu13tɛn13,vu1 den1 ,OK,
1255_Hakka_1,"1,255",睡著(了),Fall asleep,Hakka_1,睡落覺,sɔi53>55lɔk31kau53,soi4 lok5 gau4 ,OK,
1256_Hakka_1,"1,256",做夢,Have dream,Hakka_1,發夢,pɔt31muŋ53,bot5 mung4 ,OK,
1257_Hakka_1,"1,257",說夢話,Talk in one’s sleep,Hakka_1,講夢話,kɔŋ31muŋ53va53,gong3 mung4 va4 ,OK,
1258_Hakka_1,"1,258",失眠,Sleepless,Hakka_1,睡唔落覺,sɔi53m̩13>35lɔk31kau53,soi4 m1 lok5 gau4 ,OK,
1259_Hakka_1,"1,259",打鼾,Snore,Hakka_1,扯鼻鼾,tsʰa31pʰi53>55hɔn11,ca3 pi4 hon2 ,OK,
1260_Hakka_1,"1,260",仰面睡,Sleep face up,Hakka_1,挺挺仰睡,tʰɛn31tʰɛn31ŋɔŋ13sɔi53,ten3 ten3 ngong1 soi4 ,OK,
1261_Hakka_1,"1,261",側身睡,Lie down on one side,Hakka_1,打側睡,ta31tsɛt31sɔi53,da3 zet5 soi4 ,OK,
1262_Hakka_1,"1,262",扒著睡,Sleep face down,Hakka_1,罯罯伏,am31am31pʰuk31,am3 am3 puk5 ,OK,
1263_Hakka_1,"1,263",落枕,Stiff neck,Hakka_1,失枕,sip31tsim31,sip5 zim3 ,OK,
1264_Hakka_1,"1,264",學校,School,Hakka_1,學堂,hɔk53tʰɔŋ11,hok6 tong2 ,OK,
1265_Hakka_1,"1,265",啟蒙,Enlighten,Hakka_1,破學,pʰɔ53hɔk53,po4 hok6 ,OK,
1266_Hakka_1,"1,266",上學,Go to school,Hakka_1,去學堂,hi53hɔk53tʰɔŋ11,hi4 hok6 tong2 ,OK,
1266_Hakka_2,"1,266",上學,Go to school,Hakka_2,返學,fan13hɔk53,fan1 hok6 ,OK,
1267_Hakka_1,"1,267",放學,After school,Hakka_1,放學,fɔŋ53hɔk53,fong4 hok6 ,OK,
1268_Hakka_1,"1,268",書,Book,Hakka_1,書,su13,su1 ,OK,
1269_Hakka_1,"1,269",本子,Notebook,Hakka_1,簿仔,pʰu13>35tsai31,pu1 zai3 ,OK,
